,age_first_funding_year,age_last_funding_year,age_first_milestone_year_impute,age_last_milestone_year_impute,relationships,funding_rounds,funding_total_usd,milestones,is_CA,is_NY,is_MA,is_TX,is_otherstate,is_web,is_mobile,is_enterprise,is_advertising,is_gamesvideo,is_ecommerce,is_biotech,is_consulting,is_othercategory,has_VC,has_angel,has_roundA,has_roundB,has_roundC,has_roundD,avg_participants,is_top500,lat_decile,long_decile,labels
160,4.0301,4.0301,3.0027,3.0027,5,1,12500000,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,3.0,1,9,1,1
161,1.3397,4.6548,1.3589,1.3753,0,5,7228704,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,2.0,1,6,5,0
162,4.3836,5.9562,5.4986,5.4986,5,2,55000000,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,4.0,1,8,6,0
163,2.063,6.6137,9.288204863127584,10.299817316479857,5,4,15180000,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1.0,1,4,2,1
164,2.3479,3.4301,2.3562,4.0027,4,2,30000000,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2.5,1,2,4,0
165,2.5233,2.6685,3.0027,4.4247,11,2,14500000,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1.5,1,0,6,1
166,2.0685,2.0685,2.5808,4.3671,6,1,6500000,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,3.0,1,4,0,1
167,0.0,0.0,0.0,0.0,2,1,15000,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0,1,6,0
168,0.7288,3.6055,1.589,4.1041,5,5,4705910,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,3.0,1,7,8,1
169,2.8055,2.8055,3.0027,4.6493,6,1,3000000,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1.0,1,4,1,1
170,0.7452,4.9178,3.0438,6.8411,30,6,125250000,5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,3.5,1,7,8,1
171,0.3315,4.0027,2.3644,3.6685,8,4,1449998,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1.0,1,7,8,0
172,0.6959,1.189,0.6629999999999999,2.6247,5,2,6000000,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,6.0,1,8,9,1
173,2.0603,6.2301,8.749481397367761,9.702419502457197,7,3,28200000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,3.0,1,9,6,1
174,3.1479,4.8795,5.0027,5.0027,5,2,14000000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2.0,1,4,0,1
175,1.5808,1.5808,2.2521,2.5342,14,1,3000000,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1.0,0,0,6,0
176,1.5151,1.7644,0.7479,0.7479,6,2,2238055,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1.0,1,6,5,0
177,0.7123,2.2849,1.9507,2.2822,5,2,5200000,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1.0,1,4,0,0
178,3.6329,3.6329,1.1479,3.7781,4,1,75000000,4,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1.0,0,6,7,1
179,0.411,3.9699,4.2521,5.7671,13,4,24500000,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2.5,1,8,9,0
180,4.9068,8.1014,11.377513778692988,12.616680527954083,3,3,4476171,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,2.0,1,0,5,0
181,0.5014,2.4219,2.8192,5.8849,21,3,10400001,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,6.0,1,0,6,1
182,4.1836,7.1342,5.0027,5.0027,8,3,68400000,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,6.5,1,6,5,1
183,2.9288,4.6329,6.506391930444953,7.215026935833124,13,2,15200000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2.0,1,3,2,1
184,0.6192,1.5863,2.2277816312169114,2.470417498394544,2,2,890000,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3.0,1,7,7,0
185,10.5315,10.5315,14.790318507949884,16.401186335713383,0,1,2600000,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1.0,1,4,0,0
186,3.8685,3.8685,3.8301,4.0877,7,1,1226270,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1.0,1,8,6,1
187,6.737,8.2877,6.7534,6.7534,5,2,9000000,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1.0,0,1,5,1
188,4.6521,8.1288,6.0055,6.0055,4,4,7210210,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1.0,0,1,4,1
189,0.7397,1.1425,0.5808,0.5808,15,2,15700000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3.0,1,4,0,1
190,5.6849,6.3151,5.0055,5.0055,4,2,15050000,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2.5,1,8,9,1
191,0.7479,2.7507,1.5836,4.5315,5,2,3500000,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,3.0,1,5,0,1
192,6.4767,7.3507,5.0055,5.0055,2,2,43000000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1.0,1,3,4,0
193,1.1616,3.0384,3.2658,5.5397,7,2,57000000,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3.5,1,4,0,1
194,0.8932,0.8932,0.8329,4.2137,8,1,1300000,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4.0,1,5,1,1
195,1.4986,4.4247,4.0877,9.737,15,4,69750000,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,5.0,1,0,5,1
196,3.0,5.0027,9.6247,10.3945,16,2,14500000,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,2.0,1,8,9,1
197,4.0849,5.5836,7.841544169490478,8.695595501503988,2,2,48000000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,6.0,1,2,3,0
198,3.5041,5.4438,7.645210643647874,8.477878571367471,3,2,3508462,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,3.0,1,6,7,0
199,3.4301,5.5589,7.8384,7.8384,10,3,19500000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3.3333,1,4,1,1
200,0.4685,0.4685,1.1041,1.6795,5,1,3750000,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9.0,1,1,4,1
201,0.0,0.0,0.0,0.0,1,1,45000000,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,8,6,0
202,0.8164,5.5616,4.5562,7.9863,8,4,32500000,3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,2.75,1,1,7,0
203,1.8384,8.3397,5.674,13.5562,4,2,4900000,5,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1.5,1,6,7,1
204,2.2986,3.2110000000000003,3.5945,4.5753,4,2,12000000,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,2.0,1,2,3,0
205,0.0329,2.2055,4.5151,6.9123,12,3,7175000,6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,2.6667,1,4,0,1
206,1.1699,1.4986,0.0849,5.3863,3,2,4700000,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1.5,1,5,1,0
207,0.0,0.0,0.0,0.0,3,1,120000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2.0,0,0,7,0
208,5.1041,8.6411,5.6712,6.8986,10,3,10000000,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1.6667,0,2,3,1
209,4.9562,10.3151,14.48640881558694,16.06417672425743,0,4,39000000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,3.0,0,0,6,0
210,2.2411,4.0301,5.659826484250946,6.276258942368942,3,2,16100000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2.5,1,8,9,1
211,1.2466,2.0849,2.4986,5.3233,4,2,3300000,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,2.0,1,5,0,1
212,1.5616,1.5616,1.2438,1.7726,6,1,750000,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,9.0,1,4,0,1
213,2.4493,2.4493,3.4397689903168263,3.8144068453746183,0,2,1000000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2.0,0,0,6,0
214,11.3342,11.3342,15.91762123465846,17.651267736432857,3,1,7410000,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,3.0,1,7,8,0
215,6.8932,10.4082,14.617157393955658,16.209165609777532,5,3,52800000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,5.3333,1,2,4,1
216,4.6685,9.1178,9.7534,12.8027,33,3,37000000,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1.3333,1,0,4,0
217,1.137,3.737,2.463,3.2164,14,3,14229998,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3.0,1,5,1,1
218,0.7205,2.4356,0.7671,2.7918,7,2,3000000,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,2.5,1,1,3,1
219,4.0384,4.0384,6.0027,6.0027,10,1,20000000,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1.0,0,7,8,1
220,0.7479,2.0959,1.6548,2.0959,6,2,2000000,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1.5,1,9,9,1
221,3.8192,6.0932,9.0055,9.7726,3,2,19900000,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2.0,1,6,7,1
222,1.2493,1.2493,2.589,2.589,6,1,1500000,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.0,0,5,1,0
223,0.0,0.0,1.2521,1.2521,4,1,325000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,4.0,0,4,0,0
224,0.463,0.463,1.2795,1.8192,16,1,3500000,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,5.0,1,5,1,0
225,2.0027,4.3863,1.5836,4.1918,7,4,30000000,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,2.0,1,9,1,0
226,4.2384,4.2384,5.952360628979234,6.600654053580935,1,1,50000000,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,6.0,1,6,5,1
227,1.4712,1.4712,1.0027,1.4712,5,1,2000000,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3.0,1,7,8,1
228,1.5041,5.8356,6.1699,8.3534,25,6,72000000,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,1,2.3333,1,3,2,1
229,1.6849,5.8493,8.4219,8.4219,4,3,27690547,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,4.5,1,1,5,1
230,2.189,2.189,3.074206638551232,3.4090297572878128,32,1,9000000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,4.0,1,0,6,0
231,0.4192,1.4658,3.1315,4.137,12,2,7500000,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,3.5,1,1,4,1
232,0.6932,1.4986,3.4164,3.4164,9,2,10000000,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2.0,1,0,6,1
233,1.4411,6.6795,2.0,2.0,7,4,5965000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1.0,0,1,5,1
234,0.0,0.0,0.0,7.4548,9,1,4000000,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0,0,3,4,1
235,5.1397,5.1397,7.0055,7.0055,2,1,5000000,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1.0,0,9,7,0
236,1.0877,1.0877,5.0959,7.3863,15,1,11500000,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2.0,1,2,4,1
237,1.0356,2.1479,1.5808,1.5808,2,2,1050000,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.0,0,8,6,0
238,1.1644,1.3507,1.3507,3.3315,13,2,5500000,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2.0,1,8,8,1
239,0.8301,2.8329,1.0877,3.337,17,3,5000000,4,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1.6667,1,6,7,1
240,0.0,0.6247,0.0,1.663,11,2,3700000,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,3.0,0,2,3,0
241,1.2137,3.0082,4.224681777108184,4.684807362207948,4,2,7000000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2.0,0,1,4,0
242,1.2466,2.1616,2.0,3.8137,14,2,32000000,4,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,3.5,1,8,9,0
243,0.7123,4.2301,2.6685,3.0575,8,3,7900000,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2.0,0,8,9,1
244,0.6685,6.2795,2.7945,7.4493,16,5,80000000,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,2.25,1,2,3,1
245,4.8247,4.8247,0.2466,0.2466,1,1,5000000,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1.0,1,0,6,0
246,1.0,3.1863,2.4301,7.6247,5,2,2100000,3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1.5,1,9,1,1
247,0.2055,4.3973,3.4164,3.4164,6,4,22250000,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,2.5,1,6,7,1
248,0.5397,1.5014,0.0,2.2082,6,2,1975000,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,3.0,0,9,0,1
249,0.0,0.0,3.5918,4.3260000000000005,0,1,1000000,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,1,7,8,1
250,2.3452,2.3452,3.293572137382526,3.652287157054079,0,1,35000000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1.0,0,7,7,0
251,0.0822,4.3260000000000005,3.663,5.6110000000000015,12,7,88651133,5,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,3.1667,1,3,2,1
252,5.5945,5.5945,7.856852005196376,8.712570569733517,3,1,26000000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2.0,1,9,9,1
253,0.6712,0.6712,0.0,0.7562,3,1,100000,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1.0,0,1,5,0
254,1.0,1.0,3.811,4.9178,6,1,5000000,3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0,1,6,5,1
255,6.8356,8.3096,11.669907484561588,12.94091990459516,5,2,7300000,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,3.0,1,1,7,0
256,2.0027,6.2274,4.0027,10.7616,8,3,64080000,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,4.0,1,2,3,1
257,1.3425,1.726,0.0,1.7205,8,2,5800000,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,4.0,1,9,9,1
258,4.0027,5.7534,5.9233,6.0,6,4,89500000,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1.0,1,5,1,0
259,0.5808,5.2521,3.0877,4.1699,11,4,23350000,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,3.0,1,5,0,1
260,3.6877,5.9644,8.376335347179063,9.288632747541083,7,2,13500000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2.5,1,8,9,1
261,7.3534,8.126,11.0329,11.0575,13,2,24500000,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5.5,1,9,9,1
262,3.6027,3.6027,3.0027,3.0027,2,1,10000000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,4.0,1,3,2,0
263,0.0,0.0,0.0,0.0,3,1,8500000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1.0,0,8,5,0
264,16.4192,16.4192,23.05893724974892,25.570370667364116,0,1,6000000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,3.0,0,0,6,0
265,1.337,1.337,1.3479,1.3479,3,1,2000000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2.0,1,3,2,1
266,1.1123,1.937,0.0,1.1123,3,2,4100000,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1.5,1,0,6,1
267,0.3699,0.3699,1.9507,8.3178,5,1,6200000,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2.0,1,2,3,1
268,4.0877,5.5753,4.0027,4.0027,8,2,12250000,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,2.5,1,4,0,1
269,3.3945,5.0712,5.7233,8.7342,3,2,11725600,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,2.0,1,4,0,1
270,4.3151,5.8301,8.187725958619248,9.079481218804785,1,2,16000000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3.0,1,9,9,0
271,2.4767,4.3836,3.3945,4.9863,10,3,5056559,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1.6667,1,9,1,1
272,0.4137,0.4137,6.8329,8.874,9,1,100000,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,1,5,1,1
273,2.3342,6.9671,4.0027,8.3014,11,3,68200000,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,4.0,1,4,0,1
274,4.0877,9.3068,6.0027,6.0027,5,3,33000000,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,3.6667,1,5,2,1
275,1.7863,3.3014,2.0822,2.3288,8,3,3352194,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,9.5,0,1,7,0
276,1.4082,1.9068,0.0,1.8384,5,2,2212000,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,3.0,1,7,8,1
277,5.9014,7.2904,10.23855462663038,11.35367315784882,1,4,19800000,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,5.0,1,3,2,1
278,0.8301,1.0986,1.1014,1.1616,6,2,4500000,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3.0,1,4,1,0
279,4.0027,4.0055,4.0027,4.0027,2,2,14000000,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1.5,1,8,9,1
280,0.0548,0.0548,0.0685,0.4,4,1,100000,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1.0,0,0,7,0
281,2.3562,3.4274,3.0027,5.3425,4,2,9900000,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2.0,1,2,2,1
282,0.0,5.063,5.0055,5.7945,10,3,7600000,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,5.0,1,4,0,1
283,0.0,0.0,0.737,0.737,2,1,50000,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2.0,0,1,4,0
284,0.0,0.0,0.0,0.0,3,1,650000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1.0,0,3,2,0
285,0.9178,2.7288,2.4164,2.7288,8,3,10500000,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,2.0,1,1,4,0
286,0.4712,0.4712,0.0,0.9178,12,1,500000,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0,1,4,1
287,1.9342,4.0438,2.0027,10.189,2,2,24300000,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2.5,1,2,3,1
288,7.4904,7.874,7.0055,7.0055,6,2,18000000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,4.0,1,2,4,0
289,0.6548,3.5452,3.8438,6.5589,27,3,26000000,5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,3.6667,1,5,1,1
290,2.2466,5.0356,7.071939218405017,7.842170052900187,2,2,9500000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,3.0,1,2,3,0
291,7.3151,7.3151,5.0055,5.0055,6,1,16980999,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1.0,1,6,7,1
292,1.0027,1.0027,1.1644,3.5699,2,1,5000000,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,3.0,0,3,3,0
293,1.6712,1.6712,2.347014223091283,2.602636149099768,3,1,350000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1.0,0,9,5,0
294,1.2384,4.9726,1.0,1.0,1,5,13130000,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2.0,1,9,9,0
295,2.8247,2.8247,0.0,2.8219,1,1,20000000,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0,0,6,5,0
296,0.5014,3.2959,2.0685,6.9973,18,3,26500000,4,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,2.0,1,8,9,1
297,3.6986,4.1041,5.7637512404194196,6.391502524844638,4,2,15000000,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,5.0,1,8,9,1
298,4.3041,4.3041,6.044628959793676,6.702971666670843,0,1,2600000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1.0,0,6,7,0
299,2.3973,6.0329,8.472535966064745,9.395310928616558,1,4,21470000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,3.5,1,3,4,0
300,0.0,0.0,0.274,0.863,5,1,20000,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0,0,6,0
301,1.9151,2.5808,2.0,6.9178,10,2,3600000,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1.0,0,2,3,0
302,0.8329,7.2521,8.0055,8.4,23,7,27300000,4,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,2.0,1,7,7,1
303,0.5863,0.5863,1.0493,1.0493,8,1,2600000,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2.0,0,4,0,1
304,0.8027,0.8027,0.0,1.411,5,1,5000000,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0,1,3,2,0
305,4.7589,6.2247,3.6685,6.2247,2,2,17000000,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,3.5,1,0,5,1
306,4.3699,4.3699,6.1370377294678065,6.8054450143316645,0,1,662000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3.0,0,9,9,0
307,0.0,1.0247,2.0055,2.7315,12,2,3750000,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,4.0,1,7,7,1
308,0.9726,6.7534,5.2466,9.1534,57,4,45000000,8,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,4.6667,1,4,1,1
309,3.8849,5.863,2.8356,6.1123,9,2,6700000,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,8.0,1,7,8,1
310,0.1753,3.8795,2.0,4.474,12,3,20750000,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,2.3333,1,3,1,1
311,1.1616,7.5041,10.538672469781773,11.686477935890121,5,4,19000000,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,2.0,1,5,1,1
312,0.0,0.6658,0.9350419277968981,1.036880773139436,20,3,22500000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,4.0,1,4,1,1
313,0.5041,3.0986,2.2384,3.7562,10,3,7300000,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,2.0,1,5,1,1
314,0.7479,7.8247,4.3151,5.9041,16,7,26390819,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1.3333,1,6,5,0
315,4.4959,4.4959,6.313990692673587,7.001670573682173,4,1,10000000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.0,1,9,3,1
316,0.0849,0.0849,0.0,0.0,1,1,31000,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2.0,0,7,7,0
317,1.7479,2.7288,1.7479,6.1452,16,3,21500000,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,3.3333,1,3,2,1
318,4.8521,4.8521,6.5863,6.5863,5,1,4000000,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5.0,1,6,5,1
319,0.5041,3.7068,2.9863,4.0219,5,3,9400000,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,4.0,1,0,5,1
320,0.0411,2.1288,1.7562,4.874,9,3,5600000,4,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2.0,1,2,3,1
321,2.0027,3.0466,3.5836,5.4767,9,2,6000000,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,2.5,1,5,1,1
